path,type,size_bytes,git_status,sha256,referenced_by_count,referenced_by,likely_role,classification,proposed_action,confidence,notes
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7-smoke/adapter_config.json,file,1122,tracked-clean,043bb9efb4d9a1b18663ebd698b3381f2363f4143b04f96c083164d733066bf2,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7-smoke/adapters.safetensors,file,51404480,ignored,b5f4670f9d863c9864e8fed7e829265855117e2dbe983eb886858044f4651a15,1,experiments/runs/20260912_dias_qwen3_lora_smoke_v7/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7-smoke/0000012_adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0000500_adapters.safetensors,file,51404480,ignored,efff4870c82464c47dba8ea6d41bcc0462a0946c66f41f6a6e6ac19558cb3b4d,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0001000_adapters.safetensors,file,51404480,ignored,23b128c8164678d5fc024b6f95f0d7f32c7d43a068230f94444a4315f2cae6a2,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0001500_adapters.safetensors,file,51404480,ignored,b4670d5c8b70a84d390fa6d010034c733fc6412e5dece158538d3d80ded1e288,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0002000_adapters.safetensors,file,51404480,ignored,d59d9b6623de49dd6916be57bafc98faf11a000217f9c4cc7ffb95c48c1c6a57,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0002500_adapters.safetensors,file,51404480,ignored,f99d7a0f9eb6176628748fb9787bd560f9a6c8068c81da64786aa98b81ed4164,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0003000_adapters.safetensors,file,51404480,ignored,c20b7e243d7df4ae4e0cf705ae28715bf9b53cff69e3f356ac635a50ee800814,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0003500_adapters.safetensors,file,51404480,ignored,5804d6e1e019be4f78415fba3766ab522e45d5f5cfa3a43c7814a1ccf83751ad,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0004000_adapters.safetensors,file,51404480,ignored,c22a79a92345dabbe0d886074c0ac704b61829143fb790e2ea5057d70764d962,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0004500_adapters.safetensors,file,51404480,ignored,c837152bc44ba734dd95838a6e76aff63dee1fd6c09d91e1f08dc3786daa54dc,2,experiments/runs/20260913_dias_qwen3_lora_v7_full/checkpoint-selection.json; experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/0005000_adapters.safetensors,file,51404480,ignored,f7a9356afc6ac5bdcd515bcec1830cc16ac66cb9dd74df81152406b6a16009e6,1,experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/adapter_config.json,file,1117,untracked,0b9ba9af7c5b29ba239b64a2560edd91f7c7e90632203d9687b638ee65efb861,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-lora-v7/adapters.safetensors,file,51404480,ignored,348f4ca5707e35afda2b35522ab6bb7c0527d84be23de80253a0c358ae1fd43d,2,experiments/runs/20260913_dias_qwen3_lora_v7_full/checkpoint-selection.json; experiments/runs/20260913_dias_qwen3_lora_v7_full/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/0000064_adapters.safetensors,file,51404480,ignored,dc6265e1ae5c05bd1c80d091fb4db0d3a55b1e8a6882ea2a9f1a7c9228ce9d65,1,experiments/runs/20260916_dias_seed_pilot/seed-17/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/0000128_adapters.safetensors,file,51404480,ignored,a3339c8679e2648b891ea471f49e6be1888ad198aa1f618fb49c9064505af77f,1,experiments/runs/20260916_dias_seed_pilot/seed-17/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/0000192_adapters.safetensors,file,51404480,ignored,32f01bbd11703638ded7a97debab5445e25f248a14a5f126cb2f41cdcc99c0a0,1,experiments/runs/20260916_dias_seed_pilot/seed-17/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/0000256_adapters.safetensors,file,51404480,ignored,fc4ece9d526081a64d4a871b7b03d92e0b0b662601825fc1a5d70a3abf987199,1,experiments/runs/20260916_dias_seed_pilot/seed-17/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/adapter_config.json,file,1141,untracked,9cf839a16c999487b4f4481b5df5597f79c30d43a1fbcf8cd06c27169a5181d7,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/adapters.safetensors,file,51404480,ignored,fc4ece9d526081a64d4a871b7b03d92e0b0b662601825fc1a5d70a3abf987199,1,experiments/runs/20260916_dias_seed_pilot/seed-17/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-17/0000256_adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/0000064_adapters.safetensors,file,51404480,ignored,73c42b667ca8c5d05766916f910ded327d501598b4522ea7904d08e7f853536f,1,experiments/runs/20260916_dias_seed_pilot/seed-42/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/0000128_adapters.safetensors,file,51404480,ignored,1c10e3db09eb2c7db0bd1dfc67d55fc54804d1ff9e96e10e3d88ad638c650463,1,experiments/runs/20260916_dias_seed_pilot/seed-42/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/0000192_adapters.safetensors,file,51404480,ignored,749da307a76d0100213861ba1ee0d9ba4bb212bd4e40be5e4a5eb695ec92f1bc,1,experiments/runs/20260916_dias_seed_pilot/seed-42/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/0000256_adapters.safetensors,file,51404480,ignored,dd9b2c13000c55204e108617c8dddfa83475220286bebf9cf5f0e9d04e90bd8a,1,experiments/runs/20260916_dias_seed_pilot/seed-42/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/adapter_config.json,file,1141,untracked,46b8c1ab6e8aacc0385f73ae67e4bf0eefcbf46689ece425111e9288199653f7,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/adapters.safetensors,file,51404480,ignored,dd9b2c13000c55204e108617c8dddfa83475220286bebf9cf5f0e9d04e90bd8a,1,experiments/runs/20260916_dias_seed_pilot/seed-42/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-42/0000256_adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/0000064_adapters.safetensors,file,51404480,ignored,2352d509df84978e7321bccaeeafc5425c2800fb417891fc738748c458ae7cdf,1,experiments/runs/20260916_dias_seed_pilot/seed-73/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/0000128_adapters.safetensors,file,51404480,ignored,8d10bd76b8df90f1ddd2fd2044b9650fc9c6b8cc9a64f3625562c890210e5b03,1,experiments/runs/20260916_dias_seed_pilot/seed-73/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/0000192_adapters.safetensors,file,51404480,ignored,217eb6d671e9745fdcff7bdb2e05963b1a968484ae2b8b9040a9898fab0af216,1,experiments/runs/20260916_dias_seed_pilot/seed-73/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/0000256_adapters.safetensors,file,51404480,ignored,6fe597287f5fe64e67fe5c7f119ce4bf7d14d22a84f1acb7a822d6050f88bdb9,1,experiments/runs/20260916_dias_seed_pilot/seed-73/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/adapter_config.json,file,1141,untracked,6ed82c63e60a443767ad6c3f7ad1dbff44c9dc680525ba934538963429c25a08,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/adapters.safetensors,file,51404480,ignored,6fe597287f5fe64e67fe5c7f119ce4bf7d14d22a84f1acb7a822d6050f88bdb9,1,experiments/runs/20260916_dias_seed_pilot/seed-73/training/training.log,LoRA adapter weights,model-weights,keep-ignored,high,Identified by SHA-256 in run records; weights are not stored in Git.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-dias-pilot-seed-73/0000256_adapters.safetensors
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-smoke-v2/adapter_config.json,file,1196,tracked-clean,ac2f33f3f4140cce00ba681d197eb59440fb6b968385084b8e44b2c6d56b0ca5,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-smoke-v3/adapter_config.json,file,1200,tracked-clean,4492927228385a49fb5b860c4770beac2b539365d81895648398cd9efee1da79,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-smoke/adapter_config.json,file,1191,tracked-clean,29b6171865a70915e112c196b3cb735ca918f11bc1d6d0dfad285161f5fbd821,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v1/adapter_config.json,file,1189,tracked-clean,74ac2cf50cf1d88cf7977941da32926a587e95f09d86e63e0e6d84b60caa42c2,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v2/adapter_config.json,file,1191,tracked-clean,478f8e708ce2c216ee27cd4e50ae4787c43a22489e79b49e74b5037366142da9,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3-best/adapter_config.json,file,1195,tracked-clean,b2050230d4c261b7bf9ad7b8d38b93afeec71ad54f059b3343b4c78dc8116f5f,1,LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3-best/selection.json,adapter configuration and selection records,canonical-evidence,keep,high,identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3/adapter_config.json
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3-best/selection.json,file,2528,tracked-clean,d8df5bf2d1a78f0f47004ad0f77de35c007fb344b1edc25eb9551d1c199eee78,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3/adapter_config.json,file,1195,tracked-clean,b2050230d4c261b7bf9ad7b8d38b93afeec71ad54f059b3343b4c78dc8116f5f,0,,adapter configuration and selection records,canonical-evidence,keep,high,identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v3-best/adapter_config.json
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v4-best/adapter.sha256,file,154,tracked-clean,d1385a98f4760a9b74853544890b190908dd5d3ce4da7ff3158fda45aa8da73f,0,,adapter configuration and selection records,canonical-evidence,keep,high,
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v4-best/adapter_config.json,file,1199,tracked-clean,41d3a0c6831445224e4402d2d3ba088ced9e17ec4cf6a71a95bd38787440d0c0,0,,adapter configuration and selection records,canonical-evidence,keep,high,identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v4/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000180/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000360/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000540/adapter_config.json (+4 more)
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v4/adapter_config.json,file,1199,tracked-clean,41d3a0c6831445224e4402d2d3ba088ced9e17ec4cf6a71a95bd38787440d0c0,0,,adapter configuration and selection records,canonical-evidence,keep,high,identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v4-best/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000180/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000360/adapter_config.json; LLMxAI/experiments/runs/20260902_qwen3_policy_engine_select_v4/ckpt_0000540/adapter_config.json (+4 more)
LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter.sha256,file,65,tracked-clean,4a21f98b6651d34f64a05ebac41463fd46e708d09031c03ecf1d0e2a15e1baf2,0,,adapter configuration and selection records,canonical-evidence,keep,high,
